Nome,Currículo Lattes,Nome em Citações Bibliográficas
Fernando Fabriz Sodré,http://lattes.cnpq.br/5464023129390042,"SODRÉ, F. F.;Sodré, Fernando F.;Sodré, Fernando Fabriz;SODRÉ, F.F.;SODRÉ, FERNANDO;FABRIZ SODRÉ, FERNANDO"
Gabriele Cornelli,http://lattes.cnpq.br/4547907128459717,"CORNELLI, G.;Cornelli, Gabriele"
Gerson de Souza Mól,http://lattes.cnpq.br/5435762270956940,"MÓL, G. S.;MÓL, Gerson de Souza;GERSON, MÓL SOUZA"
Gilberto Gomes,http://lattes.cnpq.br/2274734815970506,"GOMES, G.;GOMES, GILBERTO"
Gustavo de Castro da Silva,http://lattes.cnpq.br/8544052996023384,"CASTRO, Gustavo de.;CASTRO E SILVA, Gustavo de.;SILVA, GUSTAVO DE CASTRO E;CASTRO, Gustavo.;SILVA, Gustavo de Castro da.;DE CASTRO, Gustavo.;DE CASTRO, GUSTAVO"
Helio José Santos Maia,http://lattes.cnpq.br/2862635213467072,"MAIA, H. J. S.;MAIA, HÉLIO JOSÉ SANTOS;MAIA, Hélio José Santos;MAIA, Hélio J.S.;MAIA, Hélio;MAIA, H. José Santos"
João José da Silva Júnior,http://lattes.cnpq.br/4938104214572703,"SILVA JÚNIOR, João José da;Silva Júnior, João José da;Silva Júnior, João J. da;SILVA JUNIOR, JOÃO JOSÉ DA;DA SILVA JÚNIOR, JOÃO JOSÉ;JOAO, J. DA SILVA JUNIOR"
João Luiz Quagliotti Durigan,http://lattes.cnpq.br/8295870661549352,"DURIGAN, J. L. Q.;Durigan, João L. Q.;DURIGAN, JOAO L.;DURIGAN, JOÃO L.Q.;Durigan, JL;DURIGAN, JOÃO LUIZ QUAQLIOTTI;DURIGAN, JOÃO LUIZ QUAGLIOTTI;DURIGAN, JOÃO LUIZ QUAGLIOTI;DURIGAN, JOÃO;DURIGAN, J.;DURIGAN, JOAO LUIZ QUAGLIOTTI;DURIGAN, JLQ;DURIGAN, JOAO;DURIGAN, JOÃO LUÍZ QUAGLIOTTI;João Luiz Durigan;DURIGAN, JOÃO LUIZ"
Jorge Mendes de Oliveira-Castro Neto,http://lattes.cnpq.br/0556918650312258,"Oliveira-Castro, J. M.;OLIVEIRA-CASTRO NETO, J. M.;OliveiraCastro J.;Castro J.M.D.;Oliveira-Castro J. M.;OLIVEIRA-CASTRO, J. M.;Oliveira-Castro, Jorge M.;Oliveira-Castro, Jorge;OLIVEIRA-CASTRO, JORGE M;OLIVEIRA-CASTRO, J;de Oliveira Castro, J M;OLIVEIRA-CASTRO, JORGE MENDES DE;OLIVEIRA'CASTRO, JORGE M."
Jorlandio Francisco Felix,http://lattes.cnpq.br/2582175054709315,"FELIX, Jorlandio Francisco;Felix, J.F.;Felix, J F;Felix, J. F.;FRANCISCO FELIX, JORLANDIO;FELIX, JORLANDIO F.;FELIX, JORLANDIO F;FELIX, JORLANDIO"
José Luiz de Andrade Franco,http://lattes.cnpq.br/0168114829646424,"FRANCO, J. L. A.;Franco, Jose Luiz de Andrade;FRANCO, JOSÉ LUIZ DE ANDRADE;FRANCO, JOSÉ LUIZ ANDRADE"
Josevan Cerqueira Leal,http://lattes.cnpq.br/7356791944482896,"Leal, J C;LEAL, JOSEVAN CERQUEIRA"
Julio Cesar Neves Monteiro,http://lattes.cnpq.br/1316801774852650,"MONTEIRO, Julio Cesar Neves;MONTEIRO, JULIO C. N.;NEVES MONTEIRO, JÚLIO CESAR"
Kerlei Eniele Sonaglio,http://lattes.cnpq.br/1823313556538300,"SONAGLIO, K. E."
Kyoko Sekino,http://lattes.cnpq.br/7558178271289828,"SEKINO, K.;Sekino, Kyoko"
Lauro Casqueiro Vianna,http://lattes.cnpq.br/8938493818956438,"VIANNA, L. C.;Vianna, Lauro C.;CASQUEIRO VIANNA, LAURO;VIANNA, LAURO"
Leonora Maciel de Souza Vianna,http://lattes.cnpq.br/6800874184507549,"VIANNA, L. M. S.;DE SOUZA VIANNA, LEONORA MACIEL;VIANNA, LEONORA MS;vianna leonora maciel de souza;VIANNA, LEONORA MACIEL DE SOUSA;VIANNA, L;L.M. de Souza Vianna;VIANNA, LEONORA;VIANNA, LEONORA MACIEL DE SOUZA;VIANNA, LMS;LEONORA MACIEL DE SOUZA VIANNA;Vianna, LMS;LEONORA MACIEL SOUSA VIANNA;VIANNA, LEONORA MACIEL SOUSA;VIANNA LM"
Liliane Maria Macedo Machado,http://lattes.cnpq.br/4419127208068044,"MACHADO, Liliane Maria Macedo;MACHADO, LILIANE MARIA MACEDO;MACHADO, LILIANE"
Maria Cristina Soares Rodrigues,http://lattes.cnpq.br/4437286082316101,"RODRIGUES, M. C. S.;Rodrigues, Maria Cristina Soares;Rodrigues MCS;Rodrigues, Mª C.S.;Rodrigues, M. C. S.;Maria Cristina Soares Rodrigues;Rodrigues MC;Rodrigues, MCS;Rodrigues, Maria C"
Maria Cristina de Oliveira,http://lattes.cnpq.br/1440663772914527,"OLIVEIRA, M. C."
Maria Lucilia dos Santos,http://lattes.cnpq.br/1367227325248750,"SANTOS, M. L. ou dos Santos, M.L.;Santos, Maria Lucília;dos Santos, Maria Lucília;dos santos, M. L.;SANTOS, MARIA LUCÍLIA DOS;LUCÍLIA'DOS'SANTOS, MARIA;DOS SANTOS, MARIA L.;SANTOS, M. L.;SANTOS, MARIA LUCILIA;SANTOS, MARIA L."
Maria da Graça Luderitz Hoefel,http://lattes.cnpq.br/0153088935731412,"HOEFEL, M. G. L.;HOEFEL, MARIA DA GRAÇA;HOEFEL, MGL;HOEFEL, MARIA DA GRAÇA LUDERITZ;HOEFEL, MARIA DA GRACA"
Mariana Guerra,http://lattes.cnpq.br/8787862553284096,"GUERRA, M.;GUERRA, MARIANA;MARIANA GUERRA;MARIANA G.;Guerra, Mariana;Guerra, M.;Mariana Guerra;Mariana G."
Mariana Rosa MASTRELLA-DE-ANDRADE,http://lattes.cnpq.br/1271403534157586,"MASTRELLA-DE-ANDRADE, Mariana Rosa;MASTRELLA, M. R.;MASTRELLA-DE-ANDRADE, M. R.;Mastrella-de-Andrade, Mariana R."
Marlene Teixeira Rodrigues,http://lattes.cnpq.br/3972643622694043,"TEIXEIRA, Marlene;RODRIGUES, MARLENE TEIXEIRA"
Marlon Vinícius Brisola,http://lattes.cnpq.br/3935425474102940,"BRISOLA, Marlon Vinícius;BRISOLA, MARLON VINICIUS"
Menelick de Carvalho Netto,http://lattes.cnpq.br/3486409844570972,"CARVALHO NETTO, M.;CARVALHO NETTO, Menelick de;NETTO, MENELICK DE CARVALHO"
Michele Tereza Marques Carvalho,http://lattes.cnpq.br/6009800118928646,"CARVALHO, Michele Tereza Marques;CARVALHO, MICHELE TEREZA MARQUES;CARVALHO, MICHELE TEREZA"
Mônica Souza Neves Pereira,http://lattes.cnpq.br/7395897353919264,"NEVES-PEREIRA, M.S.;PEREIRA, M.S.N.;NEVES-PEREIRA, MÔNICA SOUZA;NEVES-PEREIRA, MONICA SOUZA"
Noemia Urruth Leão Tavares,http://lattes.cnpq.br/5571710480939360,"TAVARES, NUL;Noemia U.L. Tavares;TAVARES, NOEMIA U. L.;TAVARES, NOEMIA URRUTH LEAO;TAVARES, NOEMIA URRUTH LEÃO;TAVARES, NOÊMIA URRUTH LEÃO;TAVARES, NOEMIA URRUTH LEO"
Orlene Lucia de Saboia Carvalho,http://lattes.cnpq.br/8285106083063347,"CARVALHO, Orlene Lúcia de S.;CARVALHO, ORLENE LÚCIA DE SABÓIA;CARVALHO, ORLENE LÚCIA DE SABOIA"
Patrícia Borges Botelho,http://lattes.cnpq.br/1410018547168121,"BOTELHO, P. B.;Botelho, Patrícia B.;Botelho, Patrícia Borges;BOTELHO, P.B.;BOTELHO, PATRÍCIA"
Pedro Fernando Avalone de Athayde,http://lattes.cnpq.br/7539895900034042,"ATHAYDE, P. F. A.;ATHAYDE, PEDRO;ATHAYDE, PEDRO AVALONE"
Renata Puppin Zandonadi,http://lattes.cnpq.br/8077159327170151,"ZANDONADI, R. P.;Zandonadi, Renata Puppin;Zandonadi, RP.;Renata P. Zandonadi;Renata Puppin Zandonadi;Zandonadi, RP;ZANDONADI, RENATA;PUPPIN ZANDONADI, RENATA;ZANDONADI, R."
Renato Vilela Lopes,http://lattes.cnpq.br/0092585955012861,"LOPES, R. V.;VILELA LOPES, RENATO;LOPES, RENATO;Lopes, Renato Vilela"
Rivadávio Fernandes Batista de Amorim,http://lattes.cnpq.br/9011889325483137,"AMORIM, R. F. B.;de Amorim, Rivadávio Fernandes Batista;Batista de Amorim, R.F.;De Amorim, R.F.B.;De Amorim, R.F.;DE AMORIM, R. F. B.;BATISTA DE AMORIM, RIVADÁVIO FERNANDES;BATISTA DE AMORIM, RIVADÁVIOFERNANDES;AMORIM, RIVADÁVIO FERNANDES BATISTA DE;AMORIM, RIVADÁVIO FERNANDES BATISTA;DE AMORIM, RIVADAVIO F.B.;AMORIM, RIVADAVIO FERNANDES BATISTA DE;DE AMORIM, RIVADAVIO F. B.;AMORIM, RIVADAVIO FERNANDES BATISTA;AMORIM, RIVADAVIO;AMORIM, RIVADAVIO FERNANDES;AMORIM, RIVADÁVIO F;AMORIM, RIVADÁVIO F.;AMORIM, RFB;AMORIM, RIVADÏ'½VIO"
Roberto Arnaldo Trancoso Gomes,http://lattes.cnpq.br/1886939214378140,"GOMES, R. A. T.;Gomes, Roberto Arnaldo Trancoso;Gomes, Roberto A. T.;GOMES, ROBERTO;GOMES, R.A.T.;TRANCOSO GOMES, ROBERTO;TRANCOSO GOMES, ROBERTO ARNALDO"
Roberto Goulart Menezes,http://lattes.cnpq.br/3447982256778354,"MENEZES, Roberto Goulart"
Rodrigo Diana Navarro,http://lattes.cnpq.br/6791391123453000,"NAVARRO, R. D.;DIANA NAVARRO,R.;NAVARRO, RODRIGO DIANA;Navarro, Rodrigo Dianna"
Sandra Patrícia de Faria do Nascimento,http://lattes.cnpq.br/3270312637904421,"FARIA-NASCIMENTO, Sandra Patrícia;FARIA, Sandra Patrícia;FARIA-NASCIMENTO, Sandra Patrícia de"
Sílvia Maria Ferreira Guimarães,http://lattes.cnpq.br/0099860141022736,"GUIMARÃES, S.;GUIMARÃES, SÍLVIA MARIA FERREIRA"
Thiago de Carvalho Rodrigues Doca,http://lattes.cnpq.br/5118428198177879,"DOCA, T.;Doca, Thiago Carvalho;DOCA, T.C.R.;DOCA, THIAGO"
Valeska Maria Zanello de Loyola,http://lattes.cnpq.br/0163069128352529,"ZANELLO, V.;LOYOLA, V.M.Z.;ZANELLO, VALESKA M. LOYOLA"
Vanessa Borges de Almeida,http://lattes.cnpq.br/5832812171517906,"BORGES-DE-ALMEIDA, Vanessa"
Viviane de Melo Resende,http://lattes.cnpq.br/7571778261390094,"RESENDE, V. M.;RESENDE, VIVIANE DE MELO;RESENDE, Viviane;RESENDE, V.;RESENDE DE MELO, Viviane;RESENDE DE MELO, V. M.;RESENDE DE MELO, V.;Viviane de Melo Resende;Viviane Resende de Melo;Resende, Viviane;Resende, Viviane de Melo;Resende, V.;Resende, V. M.;Resende, V;DE MELO RESENDE, V."
Wagner Rodrigues Martins,http://lattes.cnpq.br/0704396555168876,"MARTINS, W. R.;Martins, Wagner Rodrigues;Wagner Rodrigues Martins;Martins WR;Martins, WR;MARTINS, WAGNER R."
William Ferreira Giozza,http://lattes.cnpq.br/3408305339297459,"GIOZZA, W. F."
Alba Valéria Rezende,http://lattes.cnpq.br/8798342921398977,"REZENDE, Alba Valeria;REZENDE, ALBA VALÉRIA;REZENDE, A.V.;Alba Valéria Rezende;ALBA, VAL EACUTE RIA REZENDE;REZENDE, AV"
Alexsandra Ramalho da Costa Arume,http://lattes.cnpq.br/4190278869649702,"Arume, A. R.C"
Alysson Martins Almeida Silva,http://lattes.cnpq.br/8147937691130517,"SILVA, A. M. A.;SILVA, ALYSSON M.A.;SILVA, A.M.A."
Ana Emilia Fajardo Turbin,http://lattes.cnpq.br/2069631468037931,"FAJARDO,AE;FAJARDO TURBIN, ANA EMILIA"
Ana Lucia Carneiro Sarmento,http://lattes.cnpq.br/7954665741734495,"SARMENTO, A. L. C."
Ana Mansur de Oliveira,http://lattes.cnpq.br/9686922154259493,"MANSUR, A."
Ana Paula Campos Gurgel,http://lattes.cnpq.br/1436971182834432,"GURGEL, Ana Paula Campos;GURGEL, ANA PAULA CAMPOS"
André Luis Muniz Garcia,http://lattes.cnpq.br/5275168562632729,"GARCIA, A. L. M.;GARCIA, ANDRÉ LUIS MUNIZ"
Andréia de Oliveira,http://lattes.cnpq.br/0056976365794825,"OLIVEIRA, Andréia de;OLIVEIRA, ANDRÉIA;DE OLIVEIRA, ANDRÉIA"
Antonio Isidro da Silva Filho,http://lattes.cnpq.br/0218572658627924,"ISIDRO-FILHO, Antonio;SILVA FILHO, Antonio Isidro;ISIDRO-FILHO, A.;SILVA FILHO, A. I.;SILVA FILHO, ANTONIO ISIDRO DA;ISIDRO-FILHO, ANTÔNIO;ISIDRO, ANTONIO;Filho, Antonio Isidro"
Ari Melo Mariano,http://lattes.cnpq.br/1289549574963790,"MARIANO, A. M.;MARIANO, ARI M;MARIANO, ARI MELO;MELO-MARIANO, ARI;Mariano-Melo, Ari"
Bergmann Morais Ribeiro,http://lattes.cnpq.br/5505277659734432,"RIBEIRO, Bergmann Morais;Ribeiro, B. M.;Ribeiro, Bergmann M;Ribeiro, Bergmann M.;Bergmann Morais Ribeiro;Ribeiro, Bergmann Morais;Ribeiro BM;MORAIS RIBEIRO, BERGMANN;RIBEIRO, BERGMANN;Ribeiro, Bergman M;RIBEIRO, BERGMAN M.;M. RIBEIRO, BERGMANN"
Cristina Maria Costa Leite,http://lattes.cnpq.br/5127536119098016,"LEITE, Cristina Maria Costa"
Eduardo Luiz Dias Cavalcanti,http://lattes.cnpq.br/2609515072700660,"CAVALCANTI, Eduardo Luiz Dias"
Eduardo Yoshio Nakano,http://lattes.cnpq.br/4408437084347961,"NAKANO, E. Y.;NAKANO, E.;Nakano, Eduardo Yoshio;Nakano, Eduardo Y.;Nakano, Eduardo;E. Yoshio Nakano;Nakano, Eduardo Y;Nakano, E.Y.;NAKANO, EY;YOSHIO NAKANO, EDUARDO;NAKANO, E. YOSHIO;NAKANO, EDUARDO YOSHI"
Elizabeth Queiroz,http://lattes.cnpq.br/4318535530664308,"QUEIROZ, E.;Queiroz, Elizabeth;https://orcid.org/0000-0002-6360-6670"
Everaldo Batista da Costa,http://lattes.cnpq.br/6223294904658578,"COSTA, E. B.;COSTA, EVERALDO BATISTA DA;DA COSTA, EVERALDO BATISTA"
Fabio Zanchetta,http://lattes.cnpq.br/0252376413657461,"ZANCHETTA, F."
Fabrícia Walace Rodrigues,http://lattes.cnpq.br/5971715742900801,"RODRIGUES, F. W."
Graziella Anselmo Joanitti,http://lattes.cnpq.br/1434775469286578,"JOANITTI, G. A.;Joanitti, Graziella A.;Joanitti, Graziella Anselmo;Joanitti, Graziela A;G. A. Joanitti;A. JOANITTI, G.;JOANITTI, GRAZIELA ANSELMO;JOANITTI, GRAZIELLA;JOANITTI, GRAZIELA A."
Guilherme Scotti Rodrigues,http://lattes.cnpq.br/1794674025301313,"SCOTTI, Guilherme;SCOTTI, GUILHERME"
Helton Saulo Bezerra dos Santos,http://lattes.cnpq.br/8716845051198548,"SAULO, H.;SAULO, HELTON;Saulo, H.;Saulo, Helton"
Henrique Modanez de Sant'Anna,http://lattes.cnpq.br/1711991202991233,"SANT'ANNA, Henrique Modanez de;SANT'ANNA, HENRIQUE MODANEZ DE;DE SANT'ANNA, HENRIQUE MODANEZ"
Iain David Mott,http://lattes.cnpq.br/5981318071840816,"MOTT, I. D."
Isaac Costa Reis,http://lattes.cnpq.br/7665201563512034,"REIS, I;REIS, Isaac;REIS, Isaac Costa"
Jacob Arie Laros,http://lattes.cnpq.br/3841027733904405,"LAROS, J. A.;LAROS, JACOB A.;Laros, Jaap A.;LAROS, JABOC ARIE"
Jane Farias Chagas-Ferreira,http://lattes.cnpq.br/7547141892346663,"Chagas-Ferreira, J. F.;Chagas, J. F.;CHAGAS-FERREIRA, JANE FARIAS"
Jayme Leiro Vilan Filho,http://lattes.cnpq.br/3364096778603273,"VILAN FILHO, Jayme Leiro;VILAN FILHO, JAYME LEIRO"
Jonas de Lima Sales,http://lattes.cnpq.br/0807637225346047,"SALES, Jonas de L."
Jose Augusto Leitão Drummond,http://lattes.cnpq.br/4600608830046292,"DRUMMOND, J. A. L.;DRUMMOND, JOSÉ AUGUSTO LEITÃO;José Augusto Drummond;Drummond, José Augusto"
José Francisco Gonçalves Júnior,http://lattes.cnpq.br/1415005734830737,"GONÇALVES, J. F. Jr.;Gonçalves, José Francisco;Gonçalves Jr., José Francisco;Gonçalves, José F.;Gonçalves, José F;Gonçalves Jr, José F.;J. F. Gonçalves Jr.;GONÇALVES, J. F.;JÚNIOR, JOSÉ F. GONÇALVES;GONÇALVES JÚNIOR, JOSÉ F.;Gon'alves J'unior, Jos' Francisco;GON'ALVES J'UNIOR, JOS' FRANCISCO;GON'ALVES J'NIOR, JOS' FRANCISCO;GONÇALVES, JOSÉ FRANCISCO JÚNIOR;JÚNIOR, JOSÉ FRANCISCO GONÇALVES"
Jose Geraldo de Sousa Junior,http://lattes.cnpq.br/9749036345345037,"SOUSA JUNIOR, J. G.;DE SOUSA JÚNIOR, JOSÉ GERALDO;SOUSA JUNIOR, JOSÉ GERALDO DE"
Lívia de Lacerda de Oliveira Pineli,http://lattes.cnpq.br/1163028109231540,"PINELI, Lívia de Lacerda de Oliveira;Pineli, Lívia de Lacerda de Oliveira;Pineli, Lívia de L;Oliveira, Lívia de Lacerda de;PINELI, LÍVIA;Lívia de L. de O. Pineli;PINELI, Lívia de L. de O.;DE OLIVEIRA PINELI, LÍVIA DE LACERDA;Oliveira, Lívia de Lacerda;Pineli, L.;Oliveira, L de L;Lívia de Lacerda de Oliveira;de Oliveira, Lívia de L.;de Oliveira, L de L;De Oliveira, Lívia de Lacerda;de Lacerda de Oliveira, L.;de Lacerda de Oliveira, Lívia"
Luis Alexandre Muehlmann,http://lattes.cnpq.br/8735458741337698,"Muehlmann, L.A.;MUEHLMANN, L. A.;MUEHLMANN, LUIS ALEXANDRE;MUEHLMANN, LA;MUEHLMANN, LUÍS ALEXANDRE;ALEXANDRE MUEHLMANN, LUIS;MUEHLMANN, LUIS A.;MUEHLMANN, LUÍS A;MUEHLMANN, LUIS A"
Luiz Carlos Spiller Pena,http://lattes.cnpq.br/9003281527389155,"PENA, L. C. S."
Mani Indiana Funez,http://lattes.cnpq.br/1148794578246057,"FUNEZ, M. I.;Funez, M. I.;Funez, Mani I.;Funez, Mani I;FUNEZ, MANI INDIANA"
Marcio Gimenes de Paula,http://lattes.cnpq.br/4269564367136592,"PAULA, M. G."
Maria Lucia Lopes da Silva,http://lattes.cnpq.br/6985760672107950,"SILVA, M. L. L."
Mariana de Souza Castro,http://lattes.cnpq.br/9162321378895527,"Castro, M.S.;de Souza Castro, M.;CASTRO, MS;CASTRO, MARIANA SOUZA;DE SOUZA CASTRO, MARIANA;Castro, Mariana de Sousa"
Marina Figueiredo Moreira,http://lattes.cnpq.br/0342310129259016,"MOREIRA, M. F.;MOREIRA, MARINA;MOREIRA, MARINA FIQUEIREDO"
Michéle Dal Toé Casagrande,http://lattes.cnpq.br/2689915812155389,"CASAGRANDE, M. D. T.;CASAGRANDE, MICHÉLE DAL TOÉ;DAL TOÉ CASAGRANDE, MICHÉLE;CASAGRANDE, MICHÉLE D.T.;CASAGRANDE, MICHÉLE;CASAGRANDE, MICHÉLE D. T.;DAL TOÉ CASAGRANDE, MICHELÉ"
Miriam de Souza Leão Albuquerque,http://lattes.cnpq.br/0453320920363053,"ALBUQUERQUE, M. S. L."
Nailê Damé Teixeira,http://lattes.cnpq.br/8247990764800488,"DAMÉ-TEIXEIRA, N;Damé-Teixeira, Naile;DAMÉ-TEIXEIRA, NAILÊ;DAME-TEIXEIRA, NAILE"
Patricia Guarnieri,http://lattes.cnpq.br/7909091619260597,"GUARNIERI, P.;GUARNIERI, PATRICIA;SANTOS, Patricia Guarnieri;GUARNIERI, PATRÍCIA"
Patricia Regina Sobral Braga,http://lattes.cnpq.br/9929982133650606,"Braga, P. R. S.;Braga, Patricia R.S.;BRAGA, PATRÍCIA R.S.;BRAGA, PATRICIA REGINA SOBRAL;Patricia Regina Sobral Braga"
Paulo Henrique de Souza Bermejo,http://lattes.cnpq.br/9012704117180126,"BERMEJO, P. H. S.;Bermejo, Paulo Henrique de Souza;de Souza Bermejo, Paulo Henrique;BERMEJO, Paulo Henrique;Bermejo, Paulo"
Rafael Timóteo de Sousa Jr,http://lattes.cnpq.br/3196088341529197,"SOUSA JR, R. T.;Timoteo de Sousa Junior, Rafael;DE SOUSA, JR., Rafael T.;DE SOUSA JÚNIOR, RAFAEL TIMÓTEO;SOUSA JÚNIOR, RAFAEL;SOUZA JÚNIOR, RAFAEL;DE SOUSA, RAFAEL T.;DE SOUSA, RAFAEL TIMOTEO;DE SOUSA JR, RAFAEL;Sousa Júnior, Rafael Timóteo;SOUSA JR, RAFAEL TIM'TEO DE;JUNIOR, RAFAEL T. DE SOUSA;SOUSA JÚNIOR, RAFAEL TIMÓTEO DE;JÚNIOR, RAFAEL TIMÓTEO DE SOUSA;DE SOUSA JÚNIOR, RAFAEL TIMÓTEO;Júnior, Rafael T. de Sousa;DE SOUSA, RAFAEL TIMÓTEO;DE SOUSA JUNIOR, RAFAEL TIMOTEO;DE SOUSA, RAFAEL;de Sousa Júnior, Rafael T.;TIMÓTEO DE SOUSA JÚNIOR, RAFAEL;DE SOUSA JUNIOR, RAFAEL;DE SOUSA JUNIOR, RAFAEL TIMÓTEO;T. DE SOUSA JÚNIOR, RAFAEL;DE SOUZA JÚNIOR, RAFAEL TIMÓTEO;DE SOUSA JUNIOR, RAFAEL T.;DE SOUSA JR., RAFAEL;JUNIOR, RAFAEL TIMÓTEO DE SOUSA;DE SOUSA JR, RAFAEL T.;de Sousa Junior, Rafael Timoteo;T. DE SOUSA, RAFAEL;T. DE SOUSA, RAFAEL;DE SOUSA JÚNIOR, RAFAEL;DE SOUSA JÚNIOR, RAFAEL TIMOTEO;SOUSA, RAFAEL T. DE;DE SOUSA, JR, RAFAEL T.;JR, RAFAEL T. DE SOUSA;DE SOUSA JR., RAFAEL T.;DE S. JUNIOR, RAFAEL T.;DE SOUSA JR., RAFAEL T. DE SOUSA"
Raquel Braz Assuncao Botelho,http://lattes.cnpq.br/5873092525693587,"BOTELHO, R. B. A.;BOTELHO, RAQUEL BRAZ ASSUNÇÃO;BOTELHO, RAQUEL B.A.;BOTELHO, RAQUEL B. A.;ASSUNÇÃO BOTELHO, RAQUEL BRAZ;BOTELHO, R.;BOTELHO, RAQUEL B. ASSUNÇÃO;BOTELHO, RAQUEL"
Regina Célia de Oliveira,http://lattes.cnpq.br/2968817136128886,"OLIVEIRA, R. C.;BFG - The Brazil Flora Group;OLIVEIRA, REGINA CÉLIA DE;OLIVEIRA, REGINA CÉLIA;DE OLIVEIRA, REGINA CÉLIA;Regina Célia de Oliveira;CÉLIA DE OLIVEIRA, REGINA"
Ricardo Trevisan,http://lattes.cnpq.br/3458904726233428,"TREVISAN, R."
Roberto de Souza Baptista,http://lattes.cnpq.br/9399577551123402,"Baptista, R. S.;Baptista, Roberto S.;BAPTISTA, ROBERTO DE SOUZA;DE SOUZA BAPTISTA, ROBERTO;BAPTISTA, ROBERTO"
Rodrigo Arruda de Oliveira,http://lattes.cnpq.br/2709768840269152,"OLIVEIRA, R. A.;DE OLIVEIRA, RODRIGO ARRUDA;OLIVEIRA, RODRIGO ARRUDA;OLIVEIRA, RODRIGO A;ARRUDA DE OLIVEIRA, R.;OLIVEIRA, RODRIGO ARRUDA DE;OLIVEIRA, R.A.;OLIVEIRA, RODRIGO A.;De Oliveira, R A"
Rodrigo Luiz Carregaro,http://lattes.cnpq.br/2638841180115631,"Carregaro RL;CARREGARO, R;Carregaro, Rodrigo Luiz;Carregaro, Rodrigo;Carregaro, Rodrigo L;CARREGARO, R."
Rodrigo Matos de Souza,http://lattes.cnpq.br/9030544883937519,"Souza, Rodrigo Matos de;SOUZA, R. M.;Matos de Souza, R.;Matos de Souza, Rodrigo;Matos-de-Souza, Rodrigo;MATOS-DE-SOUZA, Rodrigo;Matos-de-Souza, R."
Silvia Cristina Yannoulas,http://lattes.cnpq.br/2959399879607887,"YANNOULAS, S. C.;YANNOULAS, Silvia C.;YANNOULAS, Silvia Cristina;YANNOULAS, S."
Simone Borges Simão Monteiro,http://lattes.cnpq.br/4864054308358026,"MONTEIRO, S. B. S.;MONTEIRO, SIMONE BORGES SIMÃO;BORGES.SS;SIMÃO,SIMONE BORGES;SIMÃO, SIMONE BORGES;MONTEIRO, SIMONE BORGES SIMÃ£O;BORGES SIMAO MONTEIRO, SIMONE;SIMAO MONTEIRO, SIMONE BORGES"
Tiago Barros Pontes e Silva,http://lattes.cnpq.br/0727171902745709,"SILVA, Tiago Barros P.;SILVA, TIAGO BARROS PONTES E;BARROS, Tiago;BARROS, T.;SILVA, T. B. P.;SILVA, T. B. P. e;PONTES E SILVA, T. B.;PONTES E SILVA, TIAGO BARROS;PONTES, T.;PONTES, T. B.;BARROS, Tiago P. S.;BARROS, T. P. S.;BARROS PONTES E SILVA, T."
Wagner Santos de Almeida,http://lattes.cnpq.br/4922643853606046,"ALMEIDA, W. S."
Yuki Mukai,http://lattes.cnpq.br/9318181290944393,"MUKAI, Yûki;MUKAI, Y."
Adalene Moreira Silva,http://lattes.cnpq.br/2518547102494583,"SILVA, A. M.;Silva, Adalene Moreira;Silva, Adalene M.;SILVA, ADALENE"
Alessandra Ferreira Albernaz,http://lattes.cnpq.br/9274147713584765,"Alessandra F Albernaz;A. F. Albernaz;Vilela, A. F. A.;Vilela, Alessandra F. A.;Albernaz, Alessandra F.;ALBERNAZ, ALESSANDRA F;ALBERNAZ, ALESSANDRA FERREIRA"
Aletéia Patrícia Favacho de Araújo,http://lattes.cnpq.br/1566076687226024,"ARAÚJO, A. P. F.;ARAUJO, ALETEIA;Araujo, Aleteia;ARAUJO, A.;Araujo, A. P. F.;ARAUJO, ALETEIA P.F. DE;ARAUJO, ALETELA P.F. DE;Araújo, Aletéia;ARAUJO, ALETEIA P. F.;Araujo, A.F.;Araujo, Aleteia F.;Aleteia, P. F. de Araujo;DE ARAUJO, ALETEIA P. F.;DE ARAUJO, ALETEIA PATRICIA FAVACHO;ARAÚJO, ALETÉIA P.F.;DE ARAÚJO, ALETÉIA PATRÍCIA FAVACHO;Aletéia P.F. Araújo;A.P.F Araújo;Aletéia P. F. Araújo;Araújo, Aletéia P. F.;Aletéia P.F.Araújo;Araújo, A.P.F.;Araújo A.P.F.;ARAUJO, ALETEIA PATRICIA FAVACHO;ARAUJO, ALETEIA PATRICIA F.;ARA&, IA PATRICIA FAVACHO DE;Favacho de Araújo, Aleteia Patricia"
Alia Maria Barrios González Nunes,http://lattes.cnpq.br/6291609165663666,"BARRIOS, Alia;BARRIOS, ALIA;Barrios, Ália;GONZÁLEZ, A. M. B."
Ana Claudia da Silva,http://lattes.cnpq.br/3379147543215084,"SILVA, Ana Cláudia da"
Antonia de Jesús Angulo Tuesta,http://lattes.cnpq.br/0958653182481853,"ANGULO-TUESTA, A.;ANGULO-TUESTA, ANTONIA;TUESTA, A.J.A.;TUESTA, A.A.;TUESTA, ANTONIA ANGULO"
Armando Fornazier,http://lattes.cnpq.br/5876324024756973,"FORNAZIER, Armando;FORNAZIER,A.;FORNAZIER, A."
Biagio D Angelo,http://lattes.cnpq.br/3121637693007790,"D'ANGELO, Biagio"
Caio César de Medeiros Costa,http://lattes.cnpq.br/5355192520694868,"COSTA, C. C. M.;de Medeiros-Costa, Caio César"
