Nome,Currículo Lattes,Nome em Citações Bibliográficas
Daniel Lima Nascimento,http://lattes.cnpq.br/9797746638054023,"NASCIMENTO, D. L.;Nascimento, D. L.;NASCIMENTO, D"
Edson Paulo da Silva,http://lattes.cnpq.br/6728267113324541,"Silva, E. P.;Da Silva, E. P.;DA SILVA, EDSON PAULO"
Fabiana Pirani Carneiro,http://lattes.cnpq.br/1507261135236251,"CARNEIRO, F. P.;Pirani Carneiro, Fabiana;CARNEIRO, FABIANA P.;CARNEIRO FP;CARNEIRO, FABIANAPIRANI;carneiro, fabiana pirani;CARNEIRO, FABIANA PIRANI;Carneiro, Fabiana Pirani;Carneiro FP;CARNEIRO F.P.;CARNEIRO F.P;CARNEIRO, FABIANA PIRANI (Fabiana Pirani Carneiro);CARNEIRO, FP;FABIANA, PIRANI CARNEIRO;CARNEIRO, FABIANA;CARNEIRO, FABIANA P"
I'talo Fioravanti Sabo Mendes,http://lattes.cnpq.br/0520456609552911,"MENDES, I'talo Fioravanti Sabo"
Carla Denise Castanho,http://lattes.cnpq.br/2003154270448435,"CASTANHO, Carla Denise;CASTANHO, CARLA D."
Carlos Henrique Reis Esselin Rassi,http://lattes.cnpq.br/9855896637785930,"RASSI, C. H. R. E.;RASSI, Carlos H.;RASSI, CARLOS;RASSI, C. H.;RASSI, CARLOS H;RASSI, CARLOS HENRIQUE REIS ESSELIN;RASSI, CARLOS HENRIQUE"
Mara Lucia Mourão Silva França,http://lattes.cnpq.br/8699076287702825,"SILVA, M. L. M.;MOURAO SILVA, M.L.;MOURAO, M.L."
Marcus Vinicius Soares Siqueira,http://lattes.cnpq.br/7501208288903515,"SIQUEIRA, M. V. S.;SIQUEIRA, MARCUS VINICIUS SOARES;SIQUEIRA, MARCUS V. S."
Maria de Fátima Borin,http://lattes.cnpq.br/6924482573958200,"BORIN, M. F.;Borin, M.F.;Borin, Maria de FÃ¡tima;BORIN, MARIA DE FÁTIMA;BORIN, MARIA DE FATIMA;BORIN, MARIA DE F."
Paulo Burnier da Silveira,http://lattes.cnpq.br/2423393005681659,"SILVEIRA, Paulo Burnier da;Paulo Burnier da Silveira;DA SILVEIRA, PAULO BURNIER"
Paulo Roberto Menezes Lima Junior,http://lattes.cnpq.br/2718754091231947,"LIMA JUNIOR, PAULO;LIMA JUNIOR, P.;JUNIOR, PAULO LIMA"
Beatriz Dolabela de Lima,http://lattes.cnpq.br/5848423626868491,"LIMA, B. D.;LIMA, BEATRIZ D.;LIMA, B.D.;de LIMA, B.D.;DOLABELA DE LIMA, B.;LIMA, BD;DE LIMA, BEATRIZ DOLABELA;DOLABELA DE LIMA, BEATRIZ;DOLABELA DE LIMA, B"
Bernard Herman Hess,http://lattes.cnpq.br/4643708140080520,"HESS, B. H."
Gilmar Silva Beserra,http://lattes.cnpq.br/7730378702136765,"BESERRA, G. S.;BESERRA, GILMAR S."
Kleber Carlos Mundim,http://lattes.cnpq.br/4715497489782023,"MUNDIM, K. C.;Mundim, K. C.;Mundim, Kleber C.;Mundim, Kleber Carlos;Mundim, K.C.;Mundin, K.C.;Kleber C. Mundim;Mundim, KC;Kleber Carlos Mundim"
Krisley Mendes,http://lattes.cnpq.br/3819682207384407,"MENDES, Krisley"
Luis Antonio Pasquetti,http://lattes.cnpq.br/9239194939564979,"PASQUETTI, L. A."
Francisco Fernando Monteoliva Doratioto,http://lattes.cnpq.br/6335861954229757,"DORATIOTO, Francisco"
Soraya Resende Fleischer,http://lattes.cnpq.br/4854939558671572,"FLEISCHER, S. R.;FLEISCHER, S.;FLEISCHER, Soraya;FLEISCHER, Soraya Resende"
Priscilla Roberta Silva Rocha,http://lattes.cnpq.br/3836443107631339,"ROCHA, Priscillla Roberta Silva;ROCHA, Priscilla Roberta;ROCHA, PRS;ROCHA, PRISCILLA ROBERTA SILVA;Rocha, Priscila Roberta Silva;Roberta Rocha, Priscilla;ROCHA, PRISCILLA RS;ROCHA, PRISCILLA R.S."
Áderson Luiz Costa Junior,http://lattes.cnpq.br/8453653858020733,"COSTA JUNIOR, Á. L.;LUIZ COSTA JUNIOR, ÁDERSON;JUNIOR, ÁDERSON LUIZ C."
Adriana Chatack Carmelo,http://lattes.cnpq.br/6899214449287252,"CARMELO, A. C.;CARMELO, ADRIANA CHATACK;CARMELO, ADRIANA"
Carlos Eduardo Vianna de Mello,http://lattes.cnpq.br/0134613809884885,"MELLO, C. E."
Claudio Henrique de Almeida Feitosa Pereira,http://lattes.cnpq.br/5457613006182121,"PEREIRA, C. H. A. F.;Pereira, Cláudio H. F.;PEREIRA, CLAUDIO H. F."
José Antonio de França,http://lattes.cnpq.br/7124125130377391,"FRANÇA, J. A.;DE FRANÇA, J.A;DE FRANÇA, JOSÉ ANTONIO;DE FRANÇA, JOSE ANTONIO"
José Eduardo Pereira Soares,http://lattes.cnpq.br/3470407274471561,"SOARES, J. E. P.;SOARES, J.E.;SOARES, JOSE E.;Soares, J.;SOARES, JOSÉ EDUARDO;SOARES, JOSÉ E.P.;SOARES, J.E.P.;José Eduardo P. Soares;Jose Eduardo P. Soares;SOARES, JOSÉ EDUARDO P.;SOARES, JOSÉ E. P.;SOARES, JOSÉ EDUARDO PEREIRA;SOARES, JOSÉ EDUARDO P"
Agnaldo Cuoco Portugal,http://lattes.cnpq.br/1568859502052989,"PORTUGAL, Agnaldo Cuoco;PORTUGAL, AGNALDO"
Claudio Gottschalg Duque,http://lattes.cnpq.br/8531105272766089,"DUQUE, C. G.;DUQUE, CLAUDIO GOTTSCHALG;DUQUE, CLAUDIO;DUQUE, CL'UDIO GOTTSCHAL;DUQUE, CLÁUDIO GOTTSCHALG"
Danielle Kaiser de Souza,http://lattes.cnpq.br/4582216105877325,"KAISER, Danielle de Souza;de Souza, Danielle Kaiser;de SOUZA, D.K.;KAISER DE SOUZA, D.;DE SOUZA, D. K.;SOUZA, D. K."
Elida Geralda Campos,http://lattes.cnpq.br/9658281542168371,"CAMPOS, E. G.;CAMPOS, ÉLIDA G.;CAMPOS, EG"
Luciana Ansaneli Naves,http://lattes.cnpq.br/8041946919813405,"NAVES, L. A.;Naves, L. A.;Naves, Luciana A.;Naves, Luciana Ansaneli;NAVES, LUCIANA;NAVES, LUCIANA ANSANELI"
Paulo Carlos Du Pin Calmon,http://lattes.cnpq.br/8889980677291596,"CALMON, P. C. P.;CALMON, PAULO CARLOS DU PIN;PAULO CARLOS CALMON;CALMON, PAULO DU PIN;CALMON, P.D.P"
Aveliny Mantovan Lima,http://lattes.cnpq.br/2322575044482974,"LIMA, Aveliny Mantovan;LIMA, A. M.;LIMA-GREGIO, Aveliny Mantovan;LIMA-GREGIO, A. M."
Carla Pintas Marques,http://lattes.cnpq.br/3885321164617564,"MARQUES, C. P.;MARQUES, CARLA PINTAS"
Jose Roberto dos Santos Politi,http://lattes.cnpq.br/7682661539673935,"POLITI, J. R. S.;POLITI, JOSÉ ROBERTO S.;POLITI, JOSÉ R.S.;POLITI, JOSÉ R. S.;POLITI, JOSÉ ROBERTO DOS SANTOS;SANTOS POLITI, JOSÉ ROBERTO;POLITI, JOSÉ;DOS SANTOS POLITI, JOSÉ ROBERTO;Politi, José R. dos S.;POLITI, JOSÉ ROBERTO DOS S.;DOS SANTOS POLITI, JOSE ROBERTO;Politi, José Roberto;Santos Politi, José Roberto"
Natalia de Sousa Aldrigue,http://lattes.cnpq.br/5375615564498291,"ALDRIGUE, N. S.;DE SOUSA ALDRIGUE, NATALIA"
Roberto Francisco Bobenrieth Miserda,http://lattes.cnpq.br/3060413207306975,"BOBENRIETH MISERDA, Roberto Francisco;BOBENRIETH MISERDA, ROBERTO F.;BOBENRIETH MISERDA, ROBERTO;BOBENRIETH, ROBERTO"
Bruno Leal Pastor de Carvalho,http://lattes.cnpq.br/5008387707815296,"CARVALHO, Bruno Leal Pastor de"
Caroline Siqueira Gomide,http://lattes.cnpq.br/0549167749223801,"GOMIDE, C. S.;Gomide, Caroline Siqueira"
Cássio Costa Laranjeiras,http://lattes.cnpq.br/4742808790131068,"LARANJEIRAS, C. C.;Laranjeiras, Cássio C.;LARANJEIRAS, CÁSSIO C;LARANJEIRAS, CÁSSIO COSTA"
Cristiane da Silva Pereira,http://lattes.cnpq.br/1724375293192382,"PEREIRA, C. S."
Lélio Ribeiro Soares Júnior,http://lattes.cnpq.br/7759143463324752,"SOARES JÚNIOR, L. R."
Marcelo Peres Rocha,http://lattes.cnpq.br/5096756405469288,"ROCHA, M. P.;ROCHA, M.;Rocha, Marcelo Peres;Rocha, Marcelo P;Rocha, Marcelo P.;ROCHA, M.P."
Maria Marcia Murta,http://lattes.cnpq.br/0019265067855569,"MURTA, M. M."
William Taylor Matias Silva,http://lattes.cnpq.br/3850624538330903,"Matias, W.T.;Matias Silva, William Taylor;Matias, William Taylor;Silva, W.T.M.;Matias, W T;Silva, W T;Silva, W T M;William T. Matias;Matias Silva, W.T.;SILVA, WILLIAM TAYLOR MATIAS;SILVA, W. T. M.;TAYLOR MATIAS SILVA, WILLIAM;MATIAS, W. T.;TAYLOR MATIAS SILVA, WILLIAN;MATIAS SILVA, WILLIAM;MATIAS SILVA, W;MATIAS SILVA, W."
Cristina Lemos Barbosa Furia,http://lattes.cnpq.br/5280693230787408,"FURIA, C. L. B.;Furia, Cristina Lemos Barbosa"
Gerson Cipriano Junior,http://lattes.cnpq.br/3387305180640853,"CIPRIANO JR;Gerson;JÚNIOR, GERSON CIPRIANO;JUNIOR, GERSON C.;CIPRIANO JR, GERSON;CIPRIANO, GERSON;CIPRIANO-JUNIOR, GERSON;CIPRIANO, G.;CIPRIANO JR., GERSON;CIPRIANO JUNIOR, GERSON"
Monica Valero da Silva,http://lattes.cnpq.br/9678935189987119,"SILVA, Monica Valero da;SILVA, Monica Valero;SILVA, Monica V.;SILVA, MÔNICA V.;MÔNICA, VALERO DA SILVA;SILVA, MÔNICA VALERO DA;DA SILVA, MÔNICA V"
Márcia Abrahão Moura,http://lattes.cnpq.br/7932630248326441,"MOURA, M. A.;Moura, Márcia Abrahão;Moura, Márcia A.;Moura, MÃ¡rcia A;Moura, M.A.;Márcia Abrahão Moura;Moura, M. A.;M.A. Moura;M. A. Moura;Moura M.A.;Moura, Márcia;MOURA, MARCIA A.;Moura, Márcai Abrahão;Márcia Abraão Moura;Moura, Márcia Abraão"
Marilucia Rocha de Almeida Picanço,http://lattes.cnpq.br/8842412109888894,"PICANÇO, M. R. A.;Marilucia Rocha de Almerida Picanço;PICANÇO, MARILUCIA ROCHA DE ALMERIDA;Marilucia Picanço;PICANÇO, MARILUCIA R. A."
Carolina Lopes Araujo,http://lattes.cnpq.br/6017396316011154,"ARAUJO, C. L.;Carolina Lopes ARAUJO;ARAUJO, Carolina Lopes"
Heloisa Maria Moreira Lima de Almeida Salles,http://lattes.cnpq.br/8514071793620267,"SALLES, H. M. M. L. A.;SALLES, HELOISA;SALLES, HELOISA MARIA MOREIRA LIMA;SALLES, HELOÍSA MARIA MOREIRA LIMA"
Manuela Caetano Martins de Rezende,http://lattes.cnpq.br/5297275800440694,"M.C.Rezende;Rezende, M.C.;Rezende, M.C.M.;Manuela C.M.Rezende;REZENDE, M.C.M.;REZENDE, M. C. M."
Angélica Amorim Amato,http://lattes.cnpq.br/7368047039349168,"AMATO, Angélica Amorim;Amato, A;Amato, AA;Amato, A. A.;Angelica A. Amato;Angelica Amorim Amato;AMATO, ANGELICA A.;AMORIM AMATO, ANGÉLICA;AMATO, ANGELICA AMORIM;AMATO, ANGÉLICA A.;Amato, Angelica;AMATO, ANGÉLICA;AA, AMATO;AMATO, ANGÏ'½LICA"
Juliano Zaiden Benvindo,http://lattes.cnpq.br/2892611661211789,"BENVINDO, Juliano Zaiden;BENVINDO, Juliano;ZAIDEN BENVINDO, Juliano;ZAIDEN, Juliano;Benvindo, Juliano Zaiden"
Leonardo Aguayo,http://lattes.cnpq.br/4815464320872808,"AGUAYO, L.;AGUAYO, LEONARDO"
Caio Eduardo Gonçalves Reis,http://lattes.cnpq.br/0804905301389121,"REIS, C. E. G.;REIS CEG;REIS CE;Gonçalves Reis CE"
Carlos Nogueira Aucelio,http://lattes.cnpq.br/6709632610343374,"AUCELIO, Carlos Nogueira"
Luiz Carlos de Brito Lourenço,http://lattes.cnpq.br/9920771790429187,"BRITO LOURENÇO, L. C. de;LOURENCO, L. B.;LOURENÇO, LUIZ B.;BRITO LOURENÇO, LUIZ;LOURENÇO, L.C. de B.;LOURENÇO, LUIZ BRITO"
Oyanarte Portilho,http://lattes.cnpq.br/5678954591331411,"PORTILHO, O."
Rhander Viana,http://lattes.cnpq.br/5270141650315822,"VIANA, R.;VIANA, RHANDER"
Maísa Santos Joaquim,http://lattes.cnpq.br/2329614759124786,"JOAQUIM, M. S.;JOAQUIM, MAISA SANTOS"
Sabrina Lima de Souza Cerqueira,http://lattes.cnpq.br/3882103738836259,"CERQUEIRA, S. L. S.;CERQUEIRA, SABRINA LIMA DE SOUZA"
Ailta Barros de Souza,http://lattes.cnpq.br/2482736448774411,"De SOUZA, Ailta Barros;COÊLHO, Ailta Barros de S.R."
André Pereira Leme Lopes,http://lattes.cnpq.br/8068036956358827,"LEME LOPES, A.;LEME LOPES, A. P.;LEME, ANDRÉ;LEME, A."
Beatriz Duarte Pereira de Magalhães Castro,http://lattes.cnpq.br/1300185668660798,"MAGALHÃES-CASTRO, B.;MAGALHÃES-CASTRO, BEATRIZ"
Cláudia Maria Goulart dos Santos,http://lattes.cnpq.br/7369995214198638,"Goulart, Cláudia"
Cris Renata Grou Volpe,http://lattes.cnpq.br/0231694876996901,"GROU VOLPE, Cris Renata;VOLPE, CRIS RENATA GROU;VOLPE, CRIS RENTA GROU"
Leonardo Giordano Paterno,http://lattes.cnpq.br/1705430650855494,"PATERNO, L. G.;PATERNO, L;Paterno, Leonardo G.;Paterno, L.G.;PATERNO, LEONARDO;PATERNO, LEONARDO GIORDANO;PATERNO, L G;PATERNO, LEONARDO G"
Murilo Silva de Camargo,http://lattes.cnpq.br/4354950186836497,"CAMARGO, Murilo S. de"
Ricardo Staciarini Puttini,http://lattes.cnpq.br/7004703772446445,"PUTTINI, R. S.;PUTTINI, RICARDO"
Erica Quinaglia Silva,http://lattes.cnpq.br/7125713612136155,"QUINAGLIA SILVA, Erica;SILVA, ÉRICA QUINAGLIA"
Evelyn Seligmann Feitosa,http://lattes.cnpq.br/3541453880305100,"SELIGMANN-FEITOSA, E.;SELIGMANN-FEITOSA, Evelyn;FEITOSA, E. S.;FEITOSA, Evelyn;FEITOSA, Evelyn. S.;FEITOSA, Evelyn. Seligmann."
Fernanda Cipriano Rocha,http://lattes.cnpq.br/0172058898422202,"ROCHA, Fernanda Cipriano"
Iracilda Pimentel Carvalho,http://lattes.cnpq.br/4970935508539746,"CARVALHO, Iracilda Pimentel"
Loana Nunes Velasco,http://lattes.cnpq.br/9595436985684717,"VELASCO, L. N.;VELASCO, LOANA NUNES;LOANA NUNES VELASCO"
Magali Costa Guimarães,http://lattes.cnpq.br/4401925922778659,"GUIMARÃES, M. C.;Guimarães, Magali Costa"
Maria Fernanda Nince Ferreira,http://lattes.cnpq.br/7553469356320921,"FERREIRA, M. F. N.;Ferreira, Maria Fernanda Nince;FERREIRA, M.F.N.;Maria Fernanda Nice Ferreira;Nice Ferreira, Maria"
Milene Takasago,http://lattes.cnpq.br/6248088807156359,"TAKASAGO, M."
Norma Breda dos Santos,http://lattes.cnpq.br/6589386808816208,"BREDA DOS SANTOS, Norma;SANTOS, NORMA BREDA DOS;DOS SANTOS, Norma Breda dos"
Reinaldo José de Miranda Filho,http://lattes.cnpq.br/5458261617065792,"MIRANDA FILHO, R. J.;FILHO, REINALDO J. DE MIRANDA;MIRANDA, R."
Claudine Marie Jeanne Franchon Cabrera Ordonez,http://lattes.cnpq.br/7004598662836150,"FRANCHON-CABRERA, C."
Maria Letícia Renault Carneiro de Abreu e Souza,http://lattes.cnpq.br/1884233308806543,"RENAULT, Letícia.;RENAULT, Letícia"
Bistra Stefanova Apostolova,http://lattes.cnpq.br/1881209815259564,"APOSTOLOVA, Bistra Stefanova;APOSTOLOVA, BISTRA STEFANOVA"
Breitner Luiz Tavares,http://lattes.cnpq.br/3044520631590589,"TAVARES, Breitner;TAVARES, BREITNER LUIZ"
Luiz Jose Homem D´El-Rey Silva,http://lattes.cnpq.br/6828194626206011,"SILVA, L. J. H. D.;Silva, L.J.H.D.;D'el-Rey Silva, L.J.H;D´el-Rey Silva, L.J.H.;SILVA, L.J.H.D.;D'el-Rey Silva, L.J.H.;D'El-Rey Silva, L.J.H.;Silva, L.J.H.D.-R.;Silva, L.J.H.D.R.;Luiz José Homem D'el-Rey Silva;SILVA, LUIZ JOSÉ HOMEM D'EL-REY"
Mateus Rodrigues Miranda,http://lattes.cnpq.br/5368247731676821,"MIRANDA, M. R.;MIRANDA, MATEUS;MIRANDA, MATEUS R.;Mateus Rodrigues Miranda;Miranda, Mateus Rodrigues"
Anésio de Leles Ferreira Filho,http://lattes.cnpq.br/1573568521807396,"FERREIRA FILHO, A. L.;Filho, Anésio L.F.;FERREIRA FILHO, Anesio de Leles;FERREIRA FILHO, A. L;LELES, ANESIO;LELES FERREIRA FILHO, ANESIO;FERREIRA FILHO, A.L.;Filho, A. L. F."
Atila Ribeiro Regiani,http://lattes.cnpq.br/0004072613292475,"REGIANI, Atila Ribeiro"
Clarissa Cardoso dos Santos Couto Paz,http://lattes.cnpq.br/5370065742890198,"SANTOS, C. C.;PAZ, CLARISSA CARDOSO DOS SANTOS COUTO;Clarissa Cardoso dos Santos;Clarissa Cardoso dos Santos-Couto-Paz;Santos, Clarissa Cardoso dos;PAZ, CCSC;SANTOS, CC;SANTOS-COUTO-PAZ, CC;CARDOSO DOS SANTOS COUTO PAZ, CLARISSA;PAZ, CLARISSA;SANTOS-COUTO-PAZ, CLARISSA CARDOSO;SANTOS-COUTO-PAZ, CLARISSA CARDOSO DOS;DOS SANTOS-COUTO-PAZ, C.C.;DOS SANTOS-COUTO-PAZ, C. C.;CARDOSO DOS SANTOS-COUTO-PAZ, CLARISSA;SANTOS-COUTO-PAZ, CLARISSA C.;DOS SANTOS COUTO PAZ, CLARISSA CARDOSO;PAZ, C.C.S.C.;Clarissa Paz;Paz, C. C. S. C."
Elton Bruno Barbosa Pinheiro,http://lattes.cnpq.br/9274423631850664,"PINHEIRO, E. B. B.;PINHEIRO, Elton Bruno"
Ligia Pavan Baptista,http://lattes.cnpq.br/1447623724695372,"BAPTISTA, L. P."
Sacha Braun Chaves,http://lattes.cnpq.br/0203682980508537,"CHAVES, S. B.;CHAVES, SACHA BRAUN;CHAVES, SACHA B.;CHAVES, SACHA;Chaves, Sasha Braun;CHAVES, SACHA B.;BRAUN, SACHA;SACHA BRAUN, CHAVES"
Ademir Eugênio de Santana,http://lattes.cnpq.br/1333463989733482,"SANTANA, A. E.;Santana, A E;SANTANA, A;Santana, A.E.;SANTANA, ADEMIR E.;SANTANA, ADEMIR EUGENIO DE;SANTANA, ADEMIR"
Bruno Luiggi Macchiavello Espinoza,http://lattes.cnpq.br/5850453918340560,"MACCHIAVELLO, B;Macchiavello, Bruno;ESPINOZA, B. M. L;Espinoza, B.M.;Macchiavello,"
Carla Peixoto Borges,http://lattes.cnpq.br/7444613659875029,"BORGES, C. P."
Ercília Torres Steinke,http://lattes.cnpq.br/3758831342495343,"STEINKE, Ercilia Torres;STEINKE, ERCILIA TORRES;STEINKE, ERCÍLIA TORRES;TORRES STEINKE, ERCÍLIA"
Jales Dantas da Costa,http://lattes.cnpq.br/7841911339485513,"COSTA, Jales Dantas;DA COSTA, JALES DANTAS"
Jose Mauro Barbosa Ribeiro,http://lattes.cnpq.br/2732389443384455,"RIBEIRO, J. M. B.;RIBEIRO, J. M.;RIBEIRO, José Mauro"
Wiliam Alves Biserra,http://lattes.cnpq.br/4449251240105403,"BISERRA, W. A."
Dulce Maria Sucena da Rocha,http://lattes.cnpq.br/6571119615646161,"ROCHA, D. M. S.;Rocha, Dulce Maria Sucena;DA ROCHA, DULCE MARIA SUCENA;ROCHA, DULCE MARIA SUCENA DA"
Luiz Pedro de Melo Cesar,http://lattes.cnpq.br/5567748642545460,"CESAR, Luiz Pedro de Melo"
Alex Leite Pereira,http://lattes.cnpq.br/9401895478055960,"PEREIRA, A. L.;Pereira, Alex L;PEREIRA, ALEX LEITE;PEREIRA, ALEX L.;Pereira AL;Alex Leite Pereira"
Aline Lima de Oliveira,http://lattes.cnpq.br/5046425201703340,"OLIVEIRA, A. L.;DE OLIVEIRA, A. L.;DE OLIVEIRA, ALINE L.;OLIVEIRA, ALINE L. DE;DE OLIVEIRA, ALINE LIMA;LIMA DE OLIVEIRA, ALINE;DE'OLIVEIRA, ALINE L.;DE OLIVEIRA, ALINE;OLIVEIRA, ALINE LIMA;OLIVEIRA, ALINE L.;L. DE OLIVEIRA, ALINE"
Eberth de Almeida Corrêa,http://lattes.cnpq.br/9733762646577950,"Correa, E.;Eberth Correa;Eberth de A. Corrêa;CORREA, EBERTH;Corrêa, Eberth;Eberth de Almeida Corrêa"
Eliza Inez Nunes Peixoto,http://lattes.cnpq.br/8555295650221733,"Peixoto, E.;PEIXOTO, E.;PEIXOTO, ELIZA"
Gino Chaves da Rocha,http://lattes.cnpq.br/3744078003273613,"ROCHA, G. C.;Rocha, Gino Chaves da;DA ROCHA, GINO CHAVES;ROCHA, G. C. R. DA"
Magda de Lima Lúcio,http://lattes.cnpq.br/9967932202694567,"LÚCIO, Magda de Lima;LUCIO, M. L."
Osmindo Rodrigues Pires Júnior,http://lattes.cnpq.br/3040017553449056,"PIRES JÚNIOR, O. R.;PIRES JUNIOR, OSMINDO R.;PIRES JÚNIOR, O.R.;PIRES JR., O. R.;PIRES, O. R.;RODRIGUES PIRES, OSMINDO;Osmindo Rodrigues Pires Jr.;JÚNIOR, OSMINDO;Pires, Osmindo Rodrigues;PIRES JÚNIOR, OSMINDO;JÚNIOR, OSMINDO RODRIGUES PIRES;Osmindo R. Pires Jr;PIRES, OSMINDO R.;RODRIGUES PIRES JUNIOR, OSMINDO;PIRES JÚNIOR, OSMINDO RODRIGUES;RODRIGUES PIRES JÚNIOR, OSMINDO"
Analia Laura Soria Batista,http://lattes.cnpq.br/8855304289295989,"Soria Batista, Analía."
Luciano Emidio Neves da Fonseca,http://lattes.cnpq.br/8651274159440619,"FONSECA, L. E. N.;Fonseca, Luciano;Fonseca,L"
Paulo Roberto Carvalho Tavares,http://lattes.cnpq.br/4241493690450737,"TAVARES, Paulo"
Ana Maria de Albuquerque Moreira,http://lattes.cnpq.br/4667655136662492,"MOREIRA, A. M. A.;Ana Maria de Albuquerque Moreira;A.M. de Albuquerque Moreira;DE ALBUQUERQUE MOREIRA, ANA"
Jurandir Rodrigues de Souza,http://lattes.cnpq.br/1412260545035778,"Souzade J.R.;Souza J.;de Souza J.;de Souza J.R.;Souza de J.R.;Souza J.R.;De J.R.S.;Souzade J.;DeSouza J.R.;SOUZADE, JURANDIR RODRIGUES;SOUZA, JURANDIR RODRIGUES;SOUZA, JURANDIR RODRIGUES DE;SOUZA, J. R.;SOUZA, JURANDIR R. DE;SOUZA, JURANDIR R.;DE SOUZA, JURANDIR R."
Rosana de Carvalho Cristo Martins,http://lattes.cnpq.br/0255187706160134,"MARTINS, R. C. C.;Martins, Rosana de Carvalho Cristo;MARTINS, ROSANA DE CARVALHO CRISTO;MARTINS, Rosana de Carvalho Cristo;MARTINS, ROSANA DE CARVALHO DE CRISTO"
Cosme Roberto Moreira da Silva,http://lattes.cnpq.br/9659007776030357,"SILVA, C. R. M.;Silva, Cosme Roberto Moreira;Silva, C.R.M.;Silva, Cosme Roberto Moreira da;da silva, C.R.M.;Roberto Moreira da Silva;Silva, Roberto Moreira da;SILVA, COSME R.M.;DA SILVA, COSME ROBERTO MOREIRA;ROBERTO MOREIRA DA SILVA, COSME;MOREIRA-DA SILVA, COSME ROBERTO;COSME ROBERTO MOREIRA DA SILVA;DA SILVA, COSME;Cosme Roberto Moreira da Silva;MOREIRA DA SILVA,COSME"
Diêgo Madureira de Oliveira,http://lattes.cnpq.br/0751307772633939,"OLIVEIRA, D. M.;Oliveira, Diêgo Madureira;Madureira, Diego;MADUREIRADEOLIVERIA, D;de Oliveira, D.;de Oliveira, D. M.;de Oliveira, Diêgo Madureira;Madureira de Oliveira, Diêgo;de Oliveira, DiÃªgo Madureira;Madureira de Oliveira, DiÃªgo;de Oliveira DM;DE OLIVEIRA DM;Diêgo Madureira de Oliveira;Diêgo Madureira;do Oliveira, Diêgo Madureira;Diego Madureira de Oliveira;DE OLIVEIRA, DIÊGO M.;MADUREIRA DE OLIVEIRA, DIEGO;OLIVEIRA, DIEGO MADUREIRA DE;OLIVEIRA, DIÊGO M. DE"
Fabiana Carmanini Ribeiro,http://lattes.cnpq.br/9033280695816860,"RIBEIRO, F. C.;Ribeiro, Fabiana Carmanini;RIBEIRO, FABIANA C;FABIANA, C RIBEIRO"
José Marilson Martins Dantas,http://lattes.cnpq.br/0245369616924416,"DANTAS, J. M. M.;DANTAS, JOSÉ MARILSON MARTINS"
Luiza Yoko Taneguti,http://lattes.cnpq.br/0882287633839269,"TANEGUTI, L. Y."
Monique Batista Magaldi,http://lattes.cnpq.br/4099412365622223,"MAGALDI, M. B."
Berenice Alves de Melo Bento,http://lattes.cnpq.br/9597756345795906,"BENTO, Berenice.;BENTO, BERENICE"
Carlos Eduardo Machado da Costa Esch,http://lattes.cnpq.br/2000754511269794,"Carlos Eduardo;ESCH, C.E."
Donald Matthew Pianto,http://lattes.cnpq.br/1899008966088424,"PIANTO, D. M.;Pianto, Donald M.;Pianto, Donald Matthew;Pianto, D;PIANTO, DONALD"
Eliane Ferreira Noronha,http://lattes.cnpq.br/1016320998962875,"NORONHA, E. F.;Noronha, E. F.;NORONHA, E;NORONHA, ELIANE FERREIRA;NORONHA, ELIANE F."
Fábio Macêdo Mendes,http://lattes.cnpq.br/8075435338067782,"MENDES, F. M.;FÁBIO M. MENDES;MENDES, FÁBIO M.;MENDES, F.M.;MENDES, FABIO MACE^DO;MENDES, FABIO MACEDO;MENDES, FA'BIO MACE^DO;MENDES, FÁBIO MACÊDO"
Fernanda Alencar Pereira,http://lattes.cnpq.br/6007880701572434,"PEREIRA, Fernanda A."
Juliana Barreiros Porto,http://lattes.cnpq.br/2926808690199799,"PORTO, J. B.;Porto, Juliana Barreiros;Juliana B. Porto;Porto, Juliane B."
Maura Angelica Milfont Shzu,http://lattes.cnpq.br/5322041738657344,"SHZU, M. A. M.;SHZU, MAURA A.M.;SHZU, M.A.M.;SHZU, MAURA A. M."
Mauro Francisco Pinheiro da Silva,http://lattes.cnpq.br/5233046472470652,"da SILVA, Mauro Francisco Pinheiro;Pinheiro da Silva, M. F.;Silva, Mauro Francisco Pinheiro da;da silva;Mauro F.P. da Silvab,;SILVA, MAURO F.P. DA;Mauro F. P. da Silva;DA SILVA, MAURO F.P;DA SILVA, MAURO F.P.;DA SILVA, MAURO F. P.;PINHEIRO DA SILVA, MAURO FRANCISCO"
Sergio Rizo Dutra,http://lattes.cnpq.br/3384102431683538,"DUTRA, S. R."
Ana Paula Vidal Bastos,http://lattes.cnpq.br/1992388595130579,"BASTOS, A. P. V."
Carla Silva Rocha Aguiar,http://lattes.cnpq.br/2831991076751452,"AGUIAR, C. S. R.;AGUIAR, CARLA;SILVA ROCHA AGUIAR, CARLA;Aguiar C.S.R.;Aguiar, Carla S. R.;ROCHA AGUIAR, CARLA SILVA"
Christus Menezes da Nobrega,http://lattes.cnpq.br/1158798915256133,"NOBREGA, C. M.;NÓBREGA, CHRISTUS MENEZES"
